Position,Track Name,Artist,Streams,URL,country
17,Olsun,Hadise,631693,https://open.spotify.com/track/5hOHq0l62utc2aP7YSso2Y,Turkey
18,Mesafe,Serdar Ortaç,615322,https://open.spotify.com/track/68DrWFjKkrn2W3mkIRP3bc,Turkey
19,Dua,Güneş,601768,https://open.spotify.com/track/3HEfzQob3O16TIDMPC8PTx,Turkey
20,Zemin,Emir Can İğrek,585838,https://open.spotify.com/track/5WT3ohLdg04eUy9Bz2sRsi,Turkey
21,Unutulacak Dünler,Gazapizm,578766,https://open.spotify.com/track/3aXTeIVnDvo2MT1xLTdGK3,Turkey
22,Kül,Cem Adrian,578408,https://open.spotify.com/track/5NPg92vbjaGk4q9mh7MMEM,Turkey
23,Ayaz,Enes Batur,575240,https://open.spotify.com/track/3kSTzFf50IbksEqdEMmJSR,Turkey
24,Dünyadan Uzak,Sakiler,557548,https://open.spotify.com/track/0RH1ZApXTLZmEexGJaBUX2,Turkey
25,Whoopty,CJ,552077,https://open.spotify.com/track/1t9WgS8FN0534tLBRwbaxO,Turkey
26,Senin Yüzünden,Buray,529093,https://open.spotify.com/track/2xIC5DmTHaGBL83a9OUXM4,Turkey
27,Beni Kendinden Kurtar,Perdenin Ardındakiler,525501,https://open.spotify.com/track/4LW7pZxqjg9y3W1k3tHCJv,Turkey
28,Hepsi Geçti,Melike Şahin,522069,https://open.spotify.com/track/7floiFCj9h0CSJ8vV0e0si,Turkey
29,Yüreksiz Tilki,Buray,521753,https://open.spotify.com/track/76EZiM6rHEFUSdCoponHZO,Turkey
30,Glock,cakal,505653,https://open.spotify.com/track/1m5zdKxtqhzg3S4WdiHJeo,Turkey
31,Uzak Ol,Diyar Pala,500590,https://open.spotify.com/track/3UtxLgkmTZZkPr6scOEglC,Turkey
32,Yıldızlara Bak,Yaşlı Amca,494681,https://open.spotify.com/track/5jSjin6KJMH6WT68YnE7bW,Turkey
33,Uzunlar - V1,Evdeki Saat,489199,https://open.spotify.com/track/1vLkBVAy8ZWrqcQjYTPP3a,Turkey
34,Öptüm Nefesinden,Mustafa Ceceli,479682,https://open.spotify.com/track/2ReOPzZ5eaKbZjLhlMjxDT,Turkey
35,Tetik,Elanur,477860,https://open.spotify.com/track/0gAYGtg9iGR12qYVGlGVkz,Turkey
36,Streets,Doja Cat,477435,https://open.spotify.com/track/60ynsPSSKe6O3sfwRnIBRf,Turkey
37,Bırakma Kendini,Kaan Boşnak,474515,https://open.spotify.com/track/087cds8zjbUmokjg2jdMOp,Turkey
38,Sallan,Xir,461370,https://open.spotify.com/track/6VIGABEcC3uzw0Bque9ux5,Turkey
39,Mektup,Motive,457293,https://open.spotify.com/track/3V2K2UzQeNNF5VnbDiIUKj,Turkey
40,Huyu Suyu,emir taha,452035,https://open.spotify.com/track/67VXzMGtIrbj52tB6D4djH,Turkey
41,Hasbelkader,Bilal Sonses,446126,https://open.spotify.com/track/5lylTIELvRSbDYKQyrOWBa,Turkey
42,Ben Gibi Bakmaz,Lia Shine,446052,https://open.spotify.com/track/3QWpTf2VIdELYUUiKJAXlI,Turkey
43,GECELERİN DERDİ,BEGE,444653,https://open.spotify.com/track/5L9oweGjkwBg0Mt9ZU9OhW,Turkey
44,Kazılı Kuyum,Yüzyüzeyken Konuşuruz,430237,https://open.spotify.com/track/5DJEXxOutnFD5GEUVk88yE,Turkey
45,Blinding Lights,The Weeknd,428037,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,Turkey
46,Kalbinde Birileri Var,Perdenin Ardındakiler,421103,https://open.spotify.com/track/2OzcQ5gL1VNcOe7FkmE2St,Turkey
47,Hiç Uyanmasam,Evdeki Saat,419412,https://open.spotify.com/track/1ewSoltnKAlUG7vl6T6bWU,Turkey
48,Kafamda Kentsel Dönüşümler,İkiye On Kala,418616,https://open.spotify.com/track/22XhZ8DhjqcZ80fO2F1a31,Turkey
49,Affet,Sezen Aksu,402542,https://open.spotify.com/track/0lSMXNAFsSCCtkzclet3oG,Turkey
50,Yağmurlar,Anıl Piyancı,401390,https://open.spotify.com/track/3aX0N8IdY9rECrbuuR4FMp,Turkey
51,Sar Bu Şehri (Akustik),Canozan,389801,https://open.spotify.com/track/4YiW28JXKVnk0wGTLUfUz8,Turkey
52,HARMAN,BEGE,387850,https://open.spotify.com/track/4kyiiyZXqfwaSRaBtIja74,Turkey
53,Ver O Zaman Gömleklerimi,Sıla,384002,https://open.spotify.com/track/2SNvFw3DuQxfeReepENclp,Turkey
54,Yangın,Dolu Kadehi Ters Tut,381857,https://open.spotify.com/track/1Ns8GZAXCnVBPHW2xW1L3R,Turkey
55,Boş Yapma,Zeynep Bastık,380851,https://open.spotify.com/track/50yfuYbSeVQd3T34aUbG7u,Turkey
56,Bi Sonraki Hayatımda Gel,Murda,374885,https://open.spotify.com/track/5SYkeNpjhJPFUMOP5TK8iw,Turkey
57,Puşt,cakal,372011,https://open.spotify.com/track/0jTT901BlxBFF86h6W6pbZ,Turkey
58,Sakince Yoruldum,Kendimden Hallice,368389,https://open.spotify.com/track/0FqKrH1lJPwSjFyLu8ndlN,Turkey
59,Benimle Kayboldun,Kaan Boşnak,364946,https://open.spotify.com/track/6pJI8iZBKPuMjWDstvO081,Turkey
60,Sarılırım Birine,Adamlar,359350,https://open.spotify.com/track/4WaxccyM7lk1pmompcC8yR,Turkey
61,Daha Mutlu Olamam,mor ve ötesi,354428,https://open.spotify.com/track/32VgH3g8D7l7ZuT74FgdPY,Turkey
62,Dinle Beni Bi',Yüzyüzeyken Konuşuruz,348830,https://open.spotify.com/track/11PO9iu6PtpgL1JK4QNUEJ,Turkey
63,Madem,Dolu Kadehi Ters Tut,345863,https://open.spotify.com/track/0AHY9HLMYcbscA2s4KEiJc,Turkey
64,NAZAR,BEGE,344694,https://open.spotify.com/track/17zyym3uvOYjPSfbUgwQCP,Turkey
65,Gitme,Dolu Kadehi Ters Tut,337464,https://open.spotify.com/track/4Sng3wnol2Gb2yXgFdr9lj,Turkey
66,Devam (feat. Luciano & Ezhel),Gentleman,333507,https://open.spotify.com/track/0kjKKPlUlB4q54k0e7HoF8,Turkey
67,ÇALIKUŞU (feat. Lia Shine),GOKO!,331176,https://open.spotify.com/track/7dh92CvM5NQRcyBVSMiDle,Turkey
68,Dargın,Zeynep Bastık,329099,https://open.spotify.com/track/0y4qZpjvskqgvPY5Wc1mJU,Turkey
69,Amcalar Geldiğinde,Batuflex,326507,https://open.spotify.com/track/7oECjZ7UjCR4ABQK0pPOvo,Turkey
70,Harikalar Diyarında II,No.1,324632,https://open.spotify.com/track/5M7H7N8lqccYVM3eeTmXWI,Turkey
71,Seni Buldum Ya,Kaan Boşnak,323093,https://open.spotify.com/track/0raPeXeRFHkq1vrLPw6Xj8,Turkey
72,Uykumun Boynunu Bükme,Melike Şahin,321742,https://open.spotify.com/track/6QQoCQORGxyXRnnDech7dB,Turkey
73,Sallandım,Morphia,321629,https://open.spotify.com/track/3KCr98s9LIR28NNAWH6SRl,Turkey
74,Kendi Yoluna,emir taha,320126,https://open.spotify.com/track/6D2d65RJkkAFQhwf7ZKRmh,Turkey
75,Nimet,Didomido,318538,https://open.spotify.com/track/3917xM4PvycBOYacEeJfXt,Turkey
76,Olsun,Sertab Erener,318179,https://open.spotify.com/track/07Af1vF3LFqNrmLC1Yzs0L,Turkey
77,Bırakman Doğru Mu 2,Zeynep Bastık,313960,https://open.spotify.com/track/3DZ2ivlwnX8KDyRTmxLGfi,Turkey
78,Yapma N'olursun,Dolu Kadehi Ters Tut,311224,https://open.spotify.com/track/5IaqRI0FLDMOdeSIMCNSCB,Turkey
79,Sweater Weather,The Neighbourhood,308023,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6,Turkey
80,Ben Adam Olmam,Serdar Ortaç,307808,https://open.spotify.com/track/4hT4tcqFWGR4Da5ONBSMkW,Turkey
81,Cevapsız Sorular,maNga,306345,https://open.spotify.com/track/03INrUW4VCJpDXKQzNEaKS,Turkey
82,Giderdi Hoşuma,Yaşlı Amca,303174,https://open.spotify.com/track/0kSXE42CihiQ74IOrXCbO6,Turkey
83,Ben De Yoluma Giderim,Sezen Aksu,302807,https://open.spotify.com/track/0YGzausz5cMhQDiJj1RQuv,Turkey
84,Lanet,Arda Gezer,299705,https://open.spotify.com/track/2Ruotz3sWblQKuDuLopMvO,Turkey
85,Sor,Serdar Ortaç,298682,https://open.spotify.com/track/5Uzxouh00sQqfcUd6I4BnW,Turkey
86,Bir Derdim Var,mor ve ötesi,298300,https://open.spotify.com/track/5oecOcmSEHs7MZiB0NPbFu,Turkey
87,ALEV ALEV,Zen-G,296168,https://open.spotify.com/track/2uOLubhbj02hnelPTNRZvV,Turkey
88,Çingenem,Ebru Gündeş,294748,https://open.spotify.com/track/4zTOUtukd52LzS3bLWwzGc,Turkey
89,1 gr eksik,Lil Zey,294116,https://open.spotify.com/track/0l7ZRPrxH67Q6J03Zt4b4a,Turkey
90,Islansın,Dolu Kadehi Ters Tut,291433,https://open.spotify.com/track/3YrGsR3jO2dJX5cqUbNpKG,Turkey
91,Lavinia,Dest,287670,https://open.spotify.com/track/4WzEt032hy8gLMSJVOB90O,Turkey
92,Save Your Tears,The Weeknd,286486,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g,Turkey
93,Bu Rüya Benim,Gazapizm,285957,https://open.spotify.com/track/2ghswfACdziiy2iLEqxclr,Turkey
94,drivers license,Olivia Rodrigo,284690,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS,Turkey
95,Acının İlacı,Adamlar,281466,https://open.spotify.com/track/3xegx5QZeKRjlLTUN1xfX1,Turkey
96,Kendime Yalan Söyledim,Seksendört,280483,https://open.spotify.com/track/5hYb9RIvqvk8J6mjMNL4pc,Turkey
97,lovely (with Khalid),Billie Eilish,278806,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4,Turkey
98,Seni Kırmışlar,Gülben Ergen,278336,https://open.spotify.com/track/4ZKcn96AcVTtCqZ305POuf,Turkey
99,Deep End,Fousheé,276238,https://open.spotify.com/track/6HlE9t71z9DjGi7KqSyEpA,Turkey
100,Valse,Evgeny Grinko,275749,https://open.spotify.com/track/41UTnVa6DvcVPUYoXWA97h,Turkey
101,Neyin Nesi,Dolu Kadehi Ters Tut,275273,https://open.spotify.com/track/4BH1Z9kmxkq3U1mAYLtHPu,Turkey
102,Nasır,Melike Şahin,273772,https://open.spotify.com/track/2Ry2VnhHUuWFX482rSxucE,Turkey
103,Esenyurt Trap Merso,Tuhan,272384,https://open.spotify.com/track/0k8o46BoyAXEVam2IEWOM9,Turkey
104,First Class,Ceg,271718,https://open.spotify.com/track/7lmPbiKRN5aY5lOhq5Pq9s,Turkey
105,Seni Kendime Sakladım,Duman,269967,https://open.spotify.com/track/4TjX6QIQVSD3j2VAxlR2wa,Turkey
106,Ölümün Kuzeni,Ceg,267924,https://open.spotify.com/track/2BWjJ4Tv26am2QSzwRpQRk,Turkey
107,Fairytale - e-single version,Alexander Rybak,266761,https://open.spotify.com/track/4ijrqnZcTEs9eMA3vFsMES,Turkey
108,Poşet,Serdar Ortaç,265819,https://open.spotify.com/track/0PlABPqYHKhlhTgGbHWuMr,Turkey
109,Kelebekler,Madrigal,265507,https://open.spotify.com/track/3O9G6FQrqhwQxR0GeeF93Q,Turkey
110,"Rasputin - 7"" Version",Boney M.,264910,https://open.spotify.com/track/67hbP9PFQZrb4XZc3TzB0s,Turkey
111,Toy,Mabel Matiz,262608,https://open.spotify.com/track/3JHzYXarT3Y3Fta58XNuXD,Turkey
112,Sevgilim,Murat Boz,261399,https://open.spotify.com/track/5cMCGw9ubxdCRqgVAAX90q,Turkey
113,Nalan,Emir Can İğrek,260621,https://open.spotify.com/track/1LNUxWJifZNEPpd273N2le,Turkey
114,Pembe Mezarlık,Model,256923,https://open.spotify.com/track/2q2uKIUC8wycTQt0183M40,Turkey
115,Neyim Var Ki (feat. Sagopa K),Ceza,256097,https://open.spotify.com/track/09XOVDSIbBxBf6Kr1vGnHf,Turkey
116,Sana Ne,Bedo,253610,https://open.spotify.com/track/46nUIq8brEPcaFAsBow4Ex,Turkey
117,Zengin,Khontkar,253460,https://open.spotify.com/track/70wPGxTaip5IENzVP0bAMA,Turkey
118,Ölsem Yeridir,Yüzyüzeyken Konuşuruz,252963,https://open.spotify.com/track/7zn6VQuPR6aCLPRcZAA89R,Turkey
119,Sağı Solu Kes,Gazapizm,251404,https://open.spotify.com/track/5GBbUx3eAHDgoOvdcpFObI,Turkey
120,Üçe Beşe Bakamam,Ben Fero,250857,https://open.spotify.com/track/3VQJS46K7ClaoJU4fza4Ou,Turkey
121,Arcade,Duncan Laurence,250322,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C,Turkey
122,Nilüfer,Müslüm Gürses,246612,https://open.spotify.com/track/3yYHAwO4K7AYGyPCsObCtl,Turkey
123,Therefore I Am,Billie Eilish,244994,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha,Turkey
124,O Ben Olamam,Mavi Gri,244938,https://open.spotify.com/track/3jwAjmoSIleloreUAmTkBI,Turkey
125,Böyle Sever,Kahraman Deniz,244802,https://open.spotify.com/track/7hU3H2id2pBVawD7e3zd8N,Turkey
126,Rolex,Vio,243385,https://open.spotify.com/track/1MZIydHIHwrlDGeoJ0Ccx8,Turkey
127,Hadi Gittik,Ozbi,242389,https://open.spotify.com/track/5spRq2fo0LGlbWoZRl6NzD,Turkey
128,Siyah,Patron,241521,https://open.spotify.com/track/7JsCNbqn3zbL7mrsSlY3L2,Turkey
129,Eskimiş Senelere,Aspova,241354,https://open.spotify.com/track/5XR0fbf6IAizysmuSQDoUX,Turkey
130,Her Şeyi Yak,Duman,240976,https://open.spotify.com/track/4uqlFpMPTKO6uAsX6qvK0l,Turkey
131,Ben Yola Gelmem,Kahraman Deniz,240954,https://open.spotify.com/track/1pvUYJ9obbSXdIemAfzqPo,Turkey
132,Ankara'yla Bozuşuruz,Perdenin Ardındakiler,240365,https://open.spotify.com/track/331L2mzSnATjKw0dI6JGXv,Turkey
133,Ve Ben,Yaşlı Amca,240083,https://open.spotify.com/track/1oWS0jwIpmZVZMwYTLBRtj,Turkey
134,Aldattım,Dolu Kadehi Ters Tut,239986,https://open.spotify.com/track/3z5JtsDmRP4YJgnrlshQLS,Turkey
135,Влюбился в неё,Deesmi,237915,https://open.spotify.com/track/4DbGntPVyXDvu9vFCYQCcW,Turkey
136,Heveslenmem,Lil Zey,237411,https://open.spotify.com/track/2KTS944WTCWEL1IAlYhzD6,Turkey
137,Yeniden,Ragga Oktay,237096,https://open.spotify.com/track/5yoW8adECpBjG1em4xsaUX,Turkey
138,Geceler,Ezhel,235508,https://open.spotify.com/track/0R0o8uOkDz40XsR6uwThfQ,Turkey
139,Bil Diye Söylüyorum,Sibel Can,235201,https://open.spotify.com/track/7DCwqBp1HcEHXbwgVrmQxm,Turkey
140,Gangsta's Paradise,Coolio,233955,https://open.spotify.com/track/7lQWRAjyhTpCWFC0jmclT4,Turkey
141,Menekşe,Tepki,233889,https://open.spotify.com/track/7wKmRLsELf9pwjkLU5BTv3,Turkey
142,Sen Benim Şarkılarımsın,Cem Adrian,233326,https://open.spotify.com/track/5LPgor25Umb3jZgvTXvBeh,Turkey
143,Seni Çok Özlüyorum,Tuğkan,231649,https://open.spotify.com/track/656AdnBU8khKdbnVq4MdRc,Turkey
144,İhtiyacım Yok,Sefo,231295,https://open.spotify.com/track/7jTY6tMcphS7A71YSJwZWH,Turkey
145,Rüyalarda Buruşmuşum,Adamlar,229819,https://open.spotify.com/track/4cQSOn9oP0MiM7BgiRngFk,Turkey
146,AYA,Murda,228656,https://open.spotify.com/track/4ywdchqXzNiX5S8YqKzGtA,Turkey
147,Snowman,Sia,228163,https://open.spotify.com/track/7uoFMmxln0GPXQ0AcCBXRq,Turkey
148,Dayanak,Doğukan Sarıtaş,228020,https://open.spotify.com/track/4twQOhvaqsYxVLZwUxqYsO,Turkey
149,Affet,Müslüm Gürses,227665,https://open.spotify.com/track/0ikRchpmFlaqlzLRgu9qWk,Turkey
150,Kalbim Tatilde - Mustafa Ceceli Versiyon,Ziynet Sali,225872,https://open.spotify.com/track/3A92YIMk1dxUPH45GpbZzy,Turkey
151,Ruh,Rota,225484,https://open.spotify.com/track/5KAdqbFQ7DUlP7shct1sWy,Turkey
152,Zombi,Adamlar,224790,https://open.spotify.com/track/73Ec1iE2MDm6Y16Tq2Rz8O,Turkey
153,Uslanmıyor Bu,Zeynep Bastık,223758,https://open.spotify.com/track/24BvlSG2Y36Heg1dwLwHtu,Turkey
154,Ay Tenli Kadın,Ufuk Beydemir,223714,https://open.spotify.com/track/5CaKpl8JB1FMCbsgh0sgO8,Turkey
155,Küçük Bir Yol,Hadise,222807,https://open.spotify.com/track/4WQWrSXYLnwwcmdNk8dYqN,Turkey
156,Vurgunum,Murat Göğebakan,222731,https://open.spotify.com/track/3XnobOSpAH29582ys7xLaL,Turkey
157,İyiyim İyi,Keişan,222014,https://open.spotify.com/track/0xDd6Sp3MQCtcvsyXy24mI,Turkey
158,Galaksi,Ece Mumay,221710,https://open.spotify.com/track/0uexBOVPB278fGFOxOUosN,Turkey
159,Rüya Gibi,Kurtuluş Kuş,221562,https://open.spotify.com/track/09siR6TiTwTGX1IU9kw6YR,Turkey
160,Akşamcı,Emir Can İğrek,221201,https://open.spotify.com/track/4blILdakzVZ3GSdjVsrRIX,Turkey
161,Yıkılır,Ados,220975,https://open.spotify.com/track/13HFzd7WkCb8lEcFVpN0lG,Turkey
162,Duman,Murda,220348,https://open.spotify.com/track/4Rgg8Go1YSmz2o00ZiZiP7,Turkey
163,Nirvana,Gülşen,219507,https://open.spotify.com/track/7msHf1EMPuB73Pq8zQV4Gw,Turkey
164,Can You Feel My Heart,Bring Me The Horizon,218289,https://open.spotify.com/track/0WSa1sucoNRcEeULlZVQXj,Turkey
165,SugarCrash!,ElyOtto,218057,https://open.spotify.com/track/3FxPbp05KjMBa4HbhAJTH0,Turkey
166,Why'd You Only Call Me When You're High?,Arctic Monkeys,217145,https://open.spotify.com/track/48q0vSHcJdhK3IiXH8C5WJ,Turkey
167,Yangınlar,Canbay & Wolker,216134,https://open.spotify.com/track/22jJzslhCXoDWKlKmvOleC,Turkey
168,Teni Tenime,Sena Şener,216108,https://open.spotify.com/track/4rHShZ4XGtYTBhBmBsM4GL,Turkey
169,Sıcak Şarap,Batuhan Kordel,215856,https://open.spotify.com/track/2EbglAExnyDNFhjDa4tMAy,Turkey
170,Pisliğin Üstüne Basmışlar,Gazapizm,215626,https://open.spotify.com/track/6LGFK19LALZ05LABThD75w,Turkey
171,Bu Sen Değilsin,Sagopa Kajmer,214915,https://open.spotify.com/track/757O73mhxLYu9SgIUWlm37,Turkey
172,Aman Aman,Duman,212814,https://open.spotify.com/track/0NeO8RLuVdFRigkKhjBgbT,Turkey
173,Son Kez,Rota,212708,https://open.spotify.com/track/63fjQLjhsxOAJvuud4qdJX,Turkey
174,Aşk Paylaşılmaz,Aydilge,212410,https://open.spotify.com/track/7y4mrpIBkuXY1KFINGFUDk,Turkey
175,Heyecandan,Oğuzhan Koç,212042,https://open.spotify.com/track/6npMHvkVwKgjdPKosva9Mg,Turkey
176,Taştan Yürek,Sura İskenderli,211538,https://open.spotify.com/track/45P3F2uiOk3NaacR9oLnHw,Turkey
177,Do I Wanna Know?,Arctic Monkeys,211034,https://open.spotify.com/track/3rq5w4bQGigXOfdN30ATJt,Turkey
178,Aslında,Resit Kemal,210988,https://open.spotify.com/track/4MtqfY0YxmvpQWszO7pbdQ,Turkey
179,Kendime Sardım,Oğuzhan Koç,209862,https://open.spotify.com/track/42HO3JtyoWWPC7mgReWRL8,Turkey
180,Kaçar Gider,Dolu Kadehi Ters Tut,209291,https://open.spotify.com/track/0tx0AFLugYzvN1Cz1TUIDV,Turkey
181,kalbimden tenime,Canozan,209119,https://open.spotify.com/track/33CWMRUrhb8gBriJV8KSjO,Turkey
182,Kördüğüm,Tuğçe Kandemir,207838,https://open.spotify.com/track/0Kp4kccWSTLdCQEHS83NaZ,Turkey
183,Kendime,Perdenin Ardındakiler,207388,https://open.spotify.com/track/4ee9d7xC5xDIqiLZUvbrsL,Turkey
184,Leyla & Mecnun,Cem Belevi,206867,https://open.spotify.com/track/6npz2LNhco8qYAloW7lTMS,Turkey
185,LINK UP,Ezhel,206756,https://open.spotify.com/track/2uQkyr7uKiKueYiFvbkTjM,Turkey
186,Ne Güzel Güldün,Pinhani,206552,https://open.spotify.com/track/79bKKv3MNqU7jec2IFKw7d,Turkey
187,Ölüme İnat,Hidra,205029,https://open.spotify.com/track/0GQmog9ee0AeYaESlOZwRD,Turkey
188,Edalı Modalı Yar - Remix,Mustafa Taş,204480,https://open.spotify.com/track/3MhJtHlGeyngrsU75UiBhT,Turkey
189,Saman Sarısı,Emir Can İğrek,204059,https://open.spotify.com/track/72vfLs4pNjEvfOWsp9cva3,Turkey
190,O Bi Karamel,Ozbi,203535,https://open.spotify.com/track/2js8NCrJyyq7AIZXCbJqsi,Turkey
191,Derinden / bazen hayat çok kötü gidiyor ve ben onu nasıl anlatacağımı bilemiyorum,Barış Diri,203442,https://open.spotify.com/track/1iFGzZThVz7rYr2uqaTffV,Turkey
192,Defoluyorum,Emir Can İğrek,203391,https://open.spotify.com/track/2fvT2Y3xXxjNLxZgV4Si9t,Turkey
193,Ederin Olsun,Ayaz Erdoğan,202883,https://open.spotify.com/track/32BVeAkiV5rKmAlAUkjf9O,Turkey
194,Müzik Kutusu,Emir Can İğrek,202815,https://open.spotify.com/track/5x5GwoDNfKSsq6Mgm0FVIp,Turkey
195,Roses - Imanbek Remix,SAINt JHN,202669,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb,Turkey
196,Kupa Kızı Ve Sinek Valesi,Teoman,202489,https://open.spotify.com/track/68xnudIZzP49DreYAMlbqZ,Turkey
197,Ben Elimi Sana Verdim,MERO,202358,https://open.spotify.com/track/3oQCBK7XlbmgqWa4YonX8S,Turkey
198,Karabiberim,Serdar Ortaç,202249,https://open.spotify.com/track/649HpAJEsVk2VuCadjunXu,Turkey
199,Bodrum,Yüzyüzeyken Konuşuruz,196151,https://open.spotify.com/track/7DarbtpxRUG5POF3ifwu61,Turkey
200,Dansöz,Serdar Ortaç,195193,https://open.spotify.com/track/5iKzAnS1BY583HpwxHIz1m,Turkey
1,drivers license,Olivia Rodrigo,8464069,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS,USA
2,Calling My Phone,Lil Tjay,8074563,https://open.spotify.com/track/5Kskr9LcNYa0tpt5f0ZEJx,USA
3,Up,Cardi B,6749312,https://open.spotify.com/track/1M4OcYkxAtu3ErzSgDEfoi,USA
4,telepatía,Kali Uchis,6612110,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B,USA
5,Good Days,SZA,6286066,https://open.spotify.com/track/3YJJjQPAbDT7mGpX3WtQ9A,USA
6,Save Your Tears,The Weeknd,5814085,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g,USA
7,Streets,Doja Cat,5813761,https://open.spotify.com/track/60ynsPSSKe6O3sfwRnIBRf,USA
8,Blinding Lights,The Weeknd,4786217,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,USA
9,Back In Blood (feat. Lil Durk),Pooh Shiesty,4510689,https://open.spotify.com/track/7FGdjbZ32vMybPuP0IuE7d,USA
10,Mood (feat. iann dior),24kGoldn,4255464,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq,USA
11,Astronaut In The Ocean,Masked Wolf,4162016,https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh,USA
12,Levitating (feat. DaBaby),Dua Lipa,4152523,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF,USA
13,Best Friend (feat. Doja Cat),Saweetie,4096203,https://open.spotify.com/track/2etHQJxIbV0soyPhelVs9Y,USA
14,Whoopty,CJ,4094566,https://open.spotify.com/track/1t9WgS8FN0534tLBRwbaxO,USA
15,Heat Waves,Glass Animals,4060540,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx,USA
16,WITHOUT YOU,The Kid LAROI,4051514,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA,USA
17,DÁKITI,Bad Bunny,4019411,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49,USA
18,34+35,Ariana Grande,3810658,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF,USA
19,Heartbreak Anniversary,Giveon,3697897,https://open.spotify.com/track/3FAJ6O0NOHQV8Mc5Ri6ENp,USA
20,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,3678630,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX,USA
21,What You Know Bout Love,Pop Smoke,3382706,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y,USA
22,Sweater Weather,The Neighbourhood,3358098,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6,USA
23,positions,Ariana Grande,3282443,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0,USA
24,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,3263240,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S,USA
25,WAP (feat. Megan Thee Stallion),Cardi B,3186149,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih,USA
26,ROCKSTAR (feat. Roddy Ricch),DaBaby,3089819,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,USA
27,Only Wanna Be With You - Pokémon 25 Version,Post Malone,3062742,https://open.spotify.com/track/3SawmGBjjq8EOYZJV11cJm,USA
28,On Me,Lil Baby,3023811,https://open.spotify.com/track/4Iedi94TIaB2GGb1nMB68v,USA
29,my ex's best friend (with blackbear),Machine Gun Kelly,2981998,https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl,USA
30,Wishing Well,Juice WRLD,2973795,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv,USA
31,Therefore I Am,Billie Eilish,2967144,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha,USA
32,Laugh Now Cry Later (feat. Lil Durk),Drake,2966505,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI,USA
33,AP - Music from the film Boogie,Pop Smoke,2947577,https://open.spotify.com/track/17vGPZ5EsdvtgAOCD4FLWI,USA
34,All Girls Are The Same,Juice WRLD,2901591,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1,USA
35,Wasted On You,Morgan Wallen,2885009,https://open.spotify.com/track/3cBsEDNhFI9E82vPj3kvi3,USA
36,Goosebumps - Remix,Travis Scott,2857029,https://open.spotify.com/track/5uEYRdEIh9Bo4fpjDd4Na9,USA
37,Hello (feat. A Boogie Wit da Hoodie),Pop Smoke,2844520,https://open.spotify.com/track/2r6OAV3WsYtXuXjvJ1lIDi,USA
38,you broke me first,Tate McRae,2823196,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR,USA
39,Martin & Gina,Polo G,2751754,https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ,USA
40,Come & Go (with Marshmello),Juice WRLD,2712127,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG,USA
41,Anyone,Justin Bieber,2711066,https://open.spotify.com/track/31qCy5ZaophVA81wtlwLc4,USA
42,Lucid Dreams,Juice WRLD,2703436,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,USA
43,Circles,Post Malone,2695758,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,USA
44,We're Good,Dua Lipa,2688632,https://open.spotify.com/track/1diS6nkxMQc3wwC4G1j0bh,USA
