Position,Track Name,Artist,Streams,URL,country
45,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,2674746,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY,USA
46,Opp Stoppa (feat. 21 Savage),YBN Nahmir,2661625,https://open.spotify.com/track/59fFsGRwFiuhxKDPc1k6xW,USA
47,"Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track",Jack Harlow,2613213,https://open.spotify.com/track/0ZLuW8uOXdFNWcI40C0OC2,USA
48,Bang!,AJR,2601145,https://open.spotify.com/track/53BHUFdQphHiZUUG3nx9zn,USA
49,Sand In My Boots,Morgan Wallen,2570897,https://open.spotify.com/track/0uRrG2jRR5tuifsYIJHEao,USA
50,Blueberry Faygo,Lil Mosey,2558226,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW,USA
51,SugarCrash!,ElyOtto,2476756,https://open.spotify.com/track/3FxPbp05KjMBa4HbhAJTH0,USA
52,Tyler Herro,Jack Harlow,2456020,https://open.spotify.com/track/3w1WjD2zJqjBjDz5fwqQPJ,USA
53,Robbery,Juice WRLD,2454463,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ,USA
54,ROLLIN N CONTROLLIN FREESTYLE,DUSTY LOCANE,2453414,https://open.spotify.com/track/1xqRKo0SDFDO5Jy8yEVD0X,USA
55,LA NOCHE DE ANOCHE,Bad Bunny,2446634,https://open.spotify.com/track/2XIc1pqjXV3Cr2BQUGNBck,USA
56,Body,Megan Thee Stallion,2408009,https://open.spotify.com/track/0A1hoCfMLkiAgvhWkkucJa,USA
57,Cry Baby (feat. DaBaby),Megan Thee Stallion,2406859,https://open.spotify.com/track/4aarlAfLKVCTxUDNgbwhjH,USA
58,Someone You Loved,Lewis Capaldi,2391192,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,USA
59,The Box,Roddy Ricch,2384346,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,USA
60,Heather,Conan Gray,2342236,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA,USA
61,Bad Boy (with Young Thug),Juice WRLD,2277081,https://open.spotify.com/track/43CIWpJaJHRcI4mUSjqgc2,USA
62,Daddy Issues,The Neighbourhood,2268964,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5,USA
63,Arcade,Duncan Laurence,2251475,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C,USA
64,No Role Modelz,J. Cole,2250433,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8,USA
65,Hayloft,Mother Mother,2239806,https://open.spotify.com/track/2kS6td1yvmpNgZTt1q5pQq,USA
66,willow,Taylor Swift,2227649,https://open.spotify.com/track/3Uo7WG0vmLQ07WB4BDwy7D,USA
67,Somebody’s Problem,Morgan Wallen,2226023,https://open.spotify.com/track/42lqBjPYlmL1EXpMDXvhSN,USA
68,Better Together,Luke Combs,2180311,https://open.spotify.com/track/6gdLyYNuhWBzqwlOFSsXC7,USA
69,The Business,Tiësto,2161956,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN,USA
70,Dreams - 2004 Remaster,Fleetwood Mac,2146167,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz,USA
71,Watermelon Sugar,Harry Styles,2110527,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,USA
72,Life Is Good (feat. Drake),Future,2097845,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3,USA
73,goosebumps,Travis Scott,2086100,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,USA
74,Holy (feat. Chance The Rapper),Justin Bieber,2084735,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy,USA
75,Electric Love,BØRNS,2073861,https://open.spotify.com/track/2GiJYvgVaD2HtM8GqD9EgQ,USA
76,Whiskey Glasses,Morgan Wallen,2063837,https://open.spotify.com/track/6foY66mWZN0pSRjZ408c00,USA
77,The Hills,The Weeknd,2054299,https://open.spotify.com/track/7fBv7CLKzipRk6EC6TWHOB,USA
78,Before You Go,Lewis Capaldi,2035919,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP,USA
79,Jocelyn Flores,XXXTENTACION,2030588,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,USA
80,Way Out (feat. Big Sean),Jack Harlow,2018685,https://open.spotify.com/track/57VeLYXrvNxe8Vs18K2M9W,USA
81,Runnin,21 Savage,2017953,https://open.spotify.com/track/5SWnsxjhdcEDc7LJjq9UHk,USA
82,SLOW DANCING IN THE DARK,Joji,2008481,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d,USA
83,More Than My Hometown,Morgan Wallen,1998177,https://open.spotify.com/track/5OELUCYgOHKFAvCERnAvfS,USA
84,7 Summers,Morgan Wallen,1996794,https://open.spotify.com/track/4obHzpwGrjoTuZh2DItEMZ,USA
85,Put Your Records On,Ritt Momney,1995349,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9,USA
86,Beat Box 3 (feat. DaBaby),SpotemGottem,1980886,https://open.spotify.com/track/6toQdWWc4noiOk3Eo5mVDS,USA
87,Adore You,Harry Styles,1960195,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7,USA
88,death bed (coffee for your head),Powfu,1958774,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,USA
89,Dynamite,BTS,1953147,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc,USA
90,Dior,Pop Smoke,1946498,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep,USA
91,Dead Man Walking,Brent Faiyaz,1935667,https://open.spotify.com/track/5VlTQnZO89Ioku8ssdbqJk,USA
92,hot girl bummer,blackbear,1912009,https://open.spotify.com/track/2mt1IqcFyY1zmYZT8Q3xw9,USA
93,20 Min,Lil Uzi Vert,1907046,https://open.spotify.com/track/0uxSUdBrJy9Un0EYoBowng,USA
94,test drive,Ariana Grande,1893238,https://open.spotify.com/track/3eZYOQO4UzKrUDYDghtnFw,USA
95,CHICKEN TENDIES,Clinton Kane,1877428,https://open.spotify.com/track/0awuNCj9gwJEM0seER22DW,USA
96,Love Story (Taylor’s Version),Taylor Swift,1859036,https://open.spotify.com/track/3CeCwYWvdfXbZLXFhBrbnf,USA
97,Cover Me Up,Morgan Wallen,1857174,https://open.spotify.com/track/0mKnuxVkPi5h0kuvZl44VM,USA
98,Masterpiece,DaBaby,1853177,https://open.spotify.com/track/26UxwWl9xCb83OynXELJcL,USA
99,Still Trappin' (with King Von),Lil Durk,1840369,https://open.spotify.com/track/43BlKpJcSrC9AsJ3F1DKg9,USA
100,Are You Bored Yet? (feat. Clairo),Wallows,1840205,https://open.spotify.com/track/57RA3JGafJm5zRtKJiKPIm,USA
101,Moonwalking in Calabasas (feat. Blueface) - Remix,DDG,1835791,https://open.spotify.com/track/7o4gBbTM6UBLkOYPw9xMCz,USA
102,GO (feat. Juice WRLD),The Kid LAROI,1827821,https://open.spotify.com/track/2rPHUAeUPbNgTmK18FPTiZ,USA
103,Throat Baby (Go Baby) (with DaBaby & City Girls) - Remix,BRS Kash,1817518,https://open.spotify.com/track/1qzckO538IWjqa7eCQdSJ4,USA
104,Bandido,Myke Towers,1814019,https://open.spotify.com/track/1xK1Gg9SxG8fy2Ya373oqb,USA
105,Mr. Brightside,The Killers,1806801,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B,USA
106,"34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix",Ariana Grande,1804848,https://open.spotify.com/track/2sQH02O2HBCPJCztBrCWNa,USA
107,Mood Swings (feat. Lil Tjay),Pop Smoke,1794702,https://open.spotify.com/track/5rZlwNFl01HqLWBQGryKSm,USA
108,lovely (with Khalid),Billie Eilish,1793237,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4,USA
109,XO Tour Llif3,Lil Uzi Vert,1789658,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO,USA
110,SO DONE,The Kid LAROI,1788033,https://open.spotify.com/track/2gqWRRCXnma9L8xQ1RdemQ,USA
111,21,Polo G,1771879,https://open.spotify.com/track/3JKgcAa7r07ocVWcV8bS0H,USA
112,BOP,DaBaby,1765634,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN,USA
113,Star Shopping,Lil Peep,1763928,https://open.spotify.com/track/30bqVoKjX479ab90a8Pafp,USA
114,Godzilla (feat. Juice WRLD),Eminem,1763264,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ,USA
115,POPSTAR (feat. Drake),DJ Khaled,1761176,https://open.spotify.com/track/6EDO9iiTtwNv6waLwa1UUq,USA
116,Prisoner (feat. Dua Lipa),Miley Cyrus,1758207,https://open.spotify.com/track/2Oycxb8QbPkpHTo8ZrmG0B,USA
117,Tongue Tied,Grouplove,1752421,https://open.spotify.com/track/0GO8y8jQk1PkHzS31d699N,USA
118,Golden,Harry Styles,1751972,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl,USA
119,You’re Mines Still (feat. Drake),Yung Bleu,1744841,https://open.spotify.com/track/7E2C5rBLpCKwQlhJPVFBRS,USA
120,Spicy (feat. Post Malone),Ty Dolla $ign,1743244,https://open.spotify.com/track/5IUtvfNvOyVYZUa6AJFrnP,USA
121,The Less I Know The Better,Tame Impala,1736177,https://open.spotify.com/track/6K4t31amVTZDgR3sKmwUJJ,USA
122,HIGHEST IN THE ROOM,Travis Scott,1732539,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW,USA
123,MIDDLE CHILD,J. Cole,1722986,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8,USA
124,CLOUDS,NF,1721514,https://open.spotify.com/track/5UMMPHPp6vRP6ghPpSUOzp,USA
125,Bandit (with YoungBoy Never Broke Again),Juice WRLD,1714115,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd,USA
126,Don't Start Now,Dua Lipa,1707676,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62,USA
127,Lonely (with benny blanco),Justin Bieber,1706255,https://open.spotify.com/track/4y4spB9m0Q6026KfkAvy9Q,USA
128,SAD!,XXXTENTACION,1703056,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,USA
129,Go Crazy,Chris Brown,1698586,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK,USA
130,Chasin' You,Morgan Wallen,1697015,https://open.spotify.com/track/5MwynWK9s4hlyKHqhkNn4A,USA
131,Ballin' (with Roddy Ricch),Mustard,1682992,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY,USA
132,Drip Too Hard (Lil Baby & Gunna),Lil Baby,1678646,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE,USA
133,SICKO MODE,Travis Scott,1677728,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,USA
134,"Gravity (feat. Tyler, The Creator)",Brent Faiyaz,1677049,https://open.spotify.com/track/6u3CPnFMKANYgfdiifFOiJ,USA
135,If the World Was Ending - feat. Julia Michaels,JP Saxe,1675754,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ,USA
136,HOLIDAY,Lil Nas X,1670751,https://open.spotify.com/track/6zFMeegAMYQo0mt8rXtrli,USA
137,Beautiful Crazy,Luke Combs,1670585,https://open.spotify.com/track/2rxQMGVafnNaRaXlRMWPde,USA
138,Baila Conmigo (with Rauw Alejandro),Selena Gomez,1670047,https://open.spotify.com/track/0D75ciM842cdUMKSMfAR9y,USA
139,505,Arctic Monkeys,1669576,https://open.spotify.com/track/58ge6dfP91o9oXMzq3XkIS,USA
140,Forever After All,Luke Combs,1664233,https://open.spotify.com/track/6IBcOGPsniK3Pso1wHIhew,USA
141,Starboy,The Weeknd,1646186,https://open.spotify.com/track/7MXVkk9YMctZqd1Srtv4MB,USA
142,Why'd You Only Call Me When You're High?,Arctic Monkeys,1643112,https://open.spotify.com/track/48q0vSHcJdhK3IiXH8C5WJ,USA
143,865,Morgan Wallen,1636666,https://open.spotify.com/track/0sKEilrw1GrBlG6qsTCrP4,USA
144,Violent,carolesdaughter,1632452,https://open.spotify.com/track/7CFfqRW50ffULvBv7lfIIg,USA
145,Be Like That - feat. Swae Lee & Khalid,Kane Brown,1632199,https://open.spotify.com/track/5f1joOtoMeyppIcJGZQvqJ,USA
146,Roses - Imanbek Remix,SAINt JHN,1629551,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb,USA
147,Take Me To Church,Hozier,1629415,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI,USA
148,Time Today,Moneybagg Yo,1619288,https://open.spotify.com/track/2bo0HCDcZj8BYjoht9zYgk,USA
149,Sofia,Clairo,1616247,https://open.spotify.com/track/7B3z0ySL9Rr0XvZEAjWZzM,USA
150,Monster (Shawn Mendes & Justin Bieber),Shawn Mendes,1615054,https://open.spotify.com/track/1HbA4N1MiOsPthALesGFR1,USA
151,I Fall Apart,Post Malone,1610758,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,USA
152,Redbone,Childish Gambino,1606464,https://open.spotify.com/track/0wXuerDYiBnERgIpbb3JBR,USA
153,Righteous,Juice WRLD,1606092,https://open.spotify.com/track/5dOxHHMOFAbG3VH23t0xNm,USA
154,Hot N*gga,Bobby Shmurda,1604785,https://open.spotify.com/track/19gEmPjfqSZT0ulDRfjl0m,USA
155,After Party,Don Toliver,1600748,https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da,USA
156,ROXANNE,Arizona Zervas,1587826,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,USA
157,Talk To Me,Drakeo the Ruler,1584190,https://open.spotify.com/track/3Kwdm0iLyEiRB8InsZoo6n,USA
158,GIRL LIKE ME,Black Eyed Peas,1579864,https://open.spotify.com/track/2vBET2pmrQqafaS6zIaYta,USA
159,Paradise (feat. Dermot Kennedy),MEDUZA,1579047,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr,USA
160,Mr Loverman,Ricky Montgomery,1576434,https://open.spotify.com/track/2IVsRhKrx8hlQBOWy4qebo,USA
161,Burning Pile,Mother Mother,1561854,https://open.spotify.com/track/0zMAvsQmaQ4DGsmXtKixpn,USA
162,bad guy,Billie Eilish,1559344,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,USA
163,Line Without a Hook,Ricky Montgomery,1551208,https://open.spotify.com/track/5NvOZCjZaGGGL597exlQWv,USA
164,when the party's over,Billie Eilish,1547638,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I,USA
165,Hate The Other Side (with Marshmello & The Kid Laroi),Juice WRLD,1542705,https://open.spotify.com/track/0ada5XsQGLPUVbmTCkAP49,USA
166,We Paid (feat. 42 Dugg),Lil Baby,1540212,https://open.spotify.com/track/6gxKUmycQX7uyMwJcweFjp,USA
167,Fuck Love (feat. Trippie Redd),XXXTENTACION,1538788,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2,USA
168,The Spins,Mac Miller,1538439,https://open.spotify.com/track/51pshtuYkgUQnt5huMPbKL,USA
169,WHATS POPPIN,Jack Harlow,1537555,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM,USA
170,"Dear Maria, Count Me In",All Time Low,1536521,https://open.spotify.com/track/0JJP0IS4w0fJx01EcrfkDe,USA
171,Say You Won't Let Go,James Arthur,1536428,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,USA
172,Falling,Harry Styles,1533358,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp,USA
173,Still Goin Down,Morgan Wallen,1527056,https://open.spotify.com/track/2Qz8kpCjxulML39zB6gQxY,USA
174,Train Wreck,James Arthur,1525203,https://open.spotify.com/track/55Am8neGJkdj2ADaM3aw5H,USA
175,Big Gangsta,Kevin Gates,1523626,https://open.spotify.com/track/2HYvkdq6lpFXkVz9Tfqi8r,USA
176,Cigarette Daydreams,Cage The Elephant,1522885,https://open.spotify.com/track/6EThJr4Dq1Y93JspecGU2F,USA
177,Everybody Dies In Their Nightmares,XXXTENTACION,1520433,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7,USA
178,July,Noah Cyrus,1519519,https://open.spotify.com/track/6J2LdBN97cDWn0MLxYh9HB,USA
179,Day 'N' Nite (Nightmare),Kid Cudi,1517659,https://open.spotify.com/track/60PAzFNW3vAiAiVK6DRJfB,USA
180,rockstar (feat. 21 Savage),Post Malone,1514019,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,USA
181,See You Again (feat. Kali Uchis),"Tyler, The Creator",1508541,https://open.spotify.com/track/7KA4W4McWYRpgf0fWsJZWB,USA
182,Buss It,Erica Banks,1500787,https://open.spotify.com/track/25j0Sape7qZbq6ZPLFefTT,USA
183,Dance Monkey,Tones And I,1495828,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,USA
184,Everybody Talks,Neon Trees,1492035,https://open.spotify.com/track/2iUmqdfGZcHIhS3b9E9EWq,USA
185,Sunday Best,Surfaces,1487925,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo,USA
186,Ric Flair Drip (& Metro Boomin),Offset,1483621,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR,USA
187,Money Trees,Kendrick Lamar,1483061,https://open.spotify.com/track/2HbKqm4o0w5wEeEFXm2sD4,USA
188,Don't Stop Believin',Journey,1470421,https://open.spotify.com/track/4bHsxqR3GMrXTxEPLuK5ue,USA
189,Took Her To The O,King Von,1469662,https://open.spotify.com/track/7fEoXCZTZFosUFvFQg1BmW,USA
190,I Feel It Coming,The Weeknd,1468986,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt,USA
191,F.N,Lil Tjay,1466712,https://open.spotify.com/track/0RLLvYBopDwooCyvnTwgYu,USA
192,everything i wanted,Billie Eilish,1465140,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ,USA
193,Reminds Me Of You,Juice WRLD,1464422,https://open.spotify.com/track/5YSHygGN9D0mID1NsVd5my,USA
194,Chicago Freestyle (feat. Giveon),Drake,1463409,https://open.spotify.com/track/4wVOKKEHUJxHCFFNUWDn0B,USA
195,Murder On My Mind,YNW Melly,1458733,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC,USA
196,My Head & My Heart,Ava Max,1453161,https://open.spotify.com/track/1KixkQVDUHggZMU9dUobgm,USA
197,The Woo (feat. 50 Cent & Roddy Ricch),Pop Smoke,1451382,https://open.spotify.com/track/1H7KnK26kc1YyellpbINEn,USA
198,Wow.,Post Malone,1451124,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg,USA
199,Falling,Trevor Daniel,1448166,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7,USA
200,Pop Out (feat. Lil Tjay),Polo G,1448032,https://open.spotify.com/track/6uFn47ACjqYkc0jADwEdj1,USA
1,DÁKITI,Bad Bunny,5100694,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49,Mexico
2,BICHOTA,KAROL G,4775157,https://open.spotify.com/track/7vrJn5hDSXRmdXoR30KgF1,Mexico
3,telepatía,Kali Uchis,4317675,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B,Mexico
4,Bandido,Myke Towers,4211873,https://open.spotify.com/track/1xK1Gg9SxG8fy2Ya373oqb,Mexico
5,LA NOCHE DE ANOCHE,Bad Bunny,3953195,https://open.spotify.com/track/2XIc1pqjXV3Cr2BQUGNBck,Mexico
6,Hawái,Maluma,3142701,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp,Mexico
7,Save Your Tears,The Weeknd,3045441,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g,Mexico
8,Reloj,Rauw Alejandro,2838842,https://open.spotify.com/track/4loQgPwJHocL3dFwLfjb1J,Mexico
9,Baila Conmigo (with Rauw Alejandro),Selena Gomez,2730304,https://open.spotify.com/track/0D75ciM842cdUMKSMfAR9y,Mexico
10,Ropa Cara,Camilo,2518246,https://open.spotify.com/track/7BIy3EGQhg98CsRdKYHnJC,Mexico
11,Hecha Pa' Mi,Boza,2417909,https://open.spotify.com/track/3VvA1wSxukMLsvXoXtlwWx,Mexico
12,Blinding Lights,The Weeknd,2355816,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,Mexico
13,Algo Mágico,Rauw Alejandro,2237557,https://open.spotify.com/track/7D93pJcwymzaZx8WgBo2zG,Mexico
14,Relación - Remix,Sech,2168185,https://open.spotify.com/track/35UUpTmrcFXNIVIN26ujXl,Mexico
15,TE MUDASTE,Bad Bunny,2111349,https://open.spotify.com/track/5RubKOuDoPn5Kj5TLVxSxY,Mexico
16,Mi Niña,Wisin,2094015,https://open.spotify.com/track/2bgcUk2A3jjKbCJ7KPquTi,Mexico
17,Se Te Nota (with Guaynaa),Lele Pons,1996594,https://open.spotify.com/track/11EnQRgRMJwMAesfkB5pnu,Mexico
18,Hasta Abajo,Kevin Roldan,1996561,https://open.spotify.com/track/4PEfJZpVjdclfzZ9XO8uDw,Mexico
19,La Nota,Manuel Turizo,1899930,https://open.spotify.com/track/7ndTONDDRFGiPnnhOzOXxq,Mexico
20,Parce (feat. Justin Quiles),Maluma,1897700,https://open.spotify.com/track/4RJz8NfIe09gpKMiRUWKhJ,Mexico
21,Más De La Una,Piso 21,1883885,https://open.spotify.com/track/69Y5IZuBvGyzySFt5x7kCq,Mexico
22,La Tóxica,Farruko,1856247,https://open.spotify.com/track/15OjBeqNX3bShsGYQbteRv,Mexico
23,GIRL LIKE ME,Black Eyed Peas,1854353,https://open.spotify.com/track/2vBET2pmrQqafaS6zIaYta,Mexico
24,Ella No Es Tuya - Remix,Rochy RD,1801426,https://open.spotify.com/track/5YYW3yRktprLRr47WK219Y,Mexico
25,drivers license,Olivia Rodrigo,1765836,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS,Mexico
26,Chica Ideal,Sebastian Yatra,1757948,https://open.spotify.com/track/21N4Buj4xsyLb218lYle61,Mexico
27,Dime Cómo Quieres,Christian Nodal,1756618,https://open.spotify.com/track/4jcxBTrNvyqMJdMDyyjdYV,Mexico
28,Vida de Rico,Camilo,1747468,https://open.spotify.com/track/73nAK3HgQK8dak83Y2WQ8F,Mexico
29,Cabrón y Vago - En Vivo,El Fantasma,1735576,https://open.spotify.com/track/4nbWX2HzrOEnX4xxvYRCyU,Mexico
30,Aquí Abajo,Christian Nodal,1625610,https://open.spotify.com/track/16ONd70tvWAaLIc6hcLzaG,Mexico
31,La Curiosidad,Jay Wheeler,1612179,https://open.spotify.com/track/4HYDUMY0xSpeBr0AMY9cUz,Mexico
32,BEBÉ,Camilo,1606525,https://open.spotify.com/track/7D7EH7MGyNHWSkqrszerI1,Mexico
33,Calla Tú,Danna Paola,1578093,https://open.spotify.com/track/7jL2tCE0Xn2tunqWayBkte,Mexico
34,Duele,Alejandro Fernández,1567227,https://open.spotify.com/track/6CFaze42M5wiTqMidNtJLE,Mexico
35,BOOKER T,Bad Bunny,1565458,https://open.spotify.com/track/26w9NTiE9NGjW1ZvIOd1So,Mexico
36,Yo Ya No Vuelvo Contigo - En Vivo,Lenin Ramírez,1558184,https://open.spotify.com/track/1s59X35jDULAyOGmBuTAnd,Mexico
37,El Tóxico,Grupo Firme,1514236,https://open.spotify.com/track/7E9GeFGfjXw9LAI4ay6rsw,Mexico
38,LOCATION,KAROL G,1488628,https://open.spotify.com/track/5Km4r87BoX2qqtoprYS1gh,Mexico
39,UN DIA (ONE DAY) (Feat. Tainy),J Balvin,1444603,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e,Mexico
40,Pa' Olvidarme De Ella,Piso 21,1444090,https://open.spotify.com/track/1cVlW9WQiGlFdWUXFdFZGh,Mexico
41,Jeans,Justin Quiles,1397771,https://open.spotify.com/track/3GtnId3Cm1Xa6joCj08nzW,Mexico
42,Mi Tío Snoop,Aleman,1367847,https://open.spotify.com/track/48XgkAh1fkcZqA2EZWCDX6,Mexico
43,Mi Cuarto,Jerry Di,1355802,https://open.spotify.com/track/6fmQjRuo7XvRFCK2qex5hQ,Mexico
44,Me La Avente,Carin Leon,1340911,https://open.spotify.com/track/2QwMXe5zbqymDZGYsMDVqZ,Mexico
45,Tusa,KAROL G,1339091,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY,Mexico
46,No Te Enamores - Remix,Milly,1337727,https://open.spotify.com/track/2mM3gZ0BbPwPPMelbA8vgt,Mexico
47,"Nathy Peluso: Bzrp Music Sessions, Vol. 36",Bizarrap,1288714,https://open.spotify.com/track/78SeXVRJ7KCqVmOwTiFjnI,Mexico
48,La Casita,Banda MS de Sergio Lizárraga,1276086,https://open.spotify.com/track/0vtYnEw1eJwW26BrBnOAYJ,Mexico
49,LA CANCIÓN,J Balvin,1259174,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18,Mexico
50,"Ay, DiOs Mío!",KAROL G,1241478,https://open.spotify.com/track/7x4ASXYEKfQBCewcZhK776,Mexico
51,De Los Besos Que Te Di,Christian Nodal,1212639,https://open.spotify.com/track/1qfoq1qvZT7VwDVeekCJ97,Mexico
52,Azul,J Balvin,1210945,https://open.spotify.com/track/2lCkncy6bIB0LTMT7kvrD1,Mexico
53,Los No Tan Tristes,Nanpa Básico,1209812,https://open.spotify.com/track/2iS1BUa0VwSil4uQ89cfst,Mexico
54,Ponte Pa' Mi,Justin Quiles,1207579,https://open.spotify.com/track/4C6BlqqMwjFzOXzqpTeoWR,Mexico
55,Nada,Cali Y El Dandee,1192458,https://open.spotify.com/track/4K8cyoCDovlc4FvtUr2Hfx,Mexico
56,Agua de Jamaica,Maluma,1159828,https://open.spotify.com/track/41BzKiCrKpUQHS3TP0jmdr,Mexico
57,Tú,Carin Leon,1150944,https://open.spotify.com/track/1nLs8r6K4YN0avBwUmmTnr,Mexico
58,La Jeepeta - Remix,Nio Garcia,1127277,https://open.spotify.com/track/6bvfJf4KjonPMuPfGfy3S2,Mexico
59,No Me Conoce - Remix,Jhay Cortez,1122764,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P,Mexico
60,Ahora Te Puedes Marchar,Luis Miguel,1108104,https://open.spotify.com/track/1uKjQoh8JZj9ryuYRhpd7E,Mexico
61,Fiel,Los Legendarios,1107775,https://open.spotify.com/track/7Bk0uXKk1uPT0XuQbpFzvs,Mexico
62,100 Años,Carlos Rivera,1104926,https://open.spotify.com/track/33Va5mHYSweB26k0OsZAdu,Mexico
63,Safaera,Bad Bunny,1104834,https://open.spotify.com/track/2DEZmgHKAvm41k4J3R2E9Y,Mexico
64,Tattoo - Remix with Camilo,Rauw Alejandro,1102898,https://open.spotify.com/track/4G3PTss3mU33Tau7t4KbwE,Mexico
65,HACIENDO QUE ME AMAS,Bad Bunny,1085010,https://open.spotify.com/track/26QApq0cuO9brJigr0C0W4,Mexico
66,Ramito De Violetas,Mi Banda El Mexicano,1084872,https://open.spotify.com/track/6sRaqq9SYsSTPvrWkL1sRy,Mexico
67,Don't Start Now,Dua Lipa,1082379,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62,Mexico
68,Se Me Olvidó,Christian Nodal,1081607,https://open.spotify.com/track/7paFC3FEu1WtPVP4Do6VZN,Mexico
69,Una Locura,Ozuna,1070358,https://open.spotify.com/track/5y7DaS3jAc9eZzcSOoUIwU,Mexico
70,Si Veo a Tu Mamá,Bad Bunny,1068625,https://open.spotify.com/track/41wtwzCZkXwpnakmwJ239F,Mexico
